lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,sigma,beta__Muribaculaceae,beta__Akkermansia_dash_muciniphila,beta__Bacteroides_dash_acidifaciens,beta__Bacteroides_dash_uniformis,beta__Parasutterella,beta__Faecalibaculum,beta__Bacteroides,beta__Clostridia_dash_UCG_dash_014,beta__Lachnospiraceae_dash_NK4A136_dash_group,beta__Alloprevotella,beta__Lachnospiraceae,beta__Escherichia_dash_Shigella,beta__Parabacteroides_dash_goldsteinii,beta__Desulfovibrionaceae,beta__Helicobacter_dash_ganmani,beta__Oscillospiraceae,beta__Mucispirillum_dash_schaedleri,beta__Lachnospiraceae_dash_bacterium_dash_10_dash_1,beta__Muribaculum,beta__Roseburia,beta__Bacteroides_dash_vulgatus_dash_ATCC_dash_8482,beta__Clostridia_dash_vadinBB60_dash_group,beta__Colidextribacter,beta__Ruminococcus_dash_sp_dot__dash_N15_dot_MGS_dash_57,beta__Oscillibacter,beta__Lachnospiraceae_dash_bacterium_dash_28_dash_4,beta__Rikenellaceae_dash_RC9_dash_gut_dash_group,beta__Parabacteroides,beta__Desulfovibrio,beta__Lactobacillus,beta__Ruminococcaceae,beta__Anaerotruncus,beta__Gastranaerophilales,beta__Helicobacter_dash_mastomyrinus,beta__Alistipes,beta__Bilophila,beta__Lachnoclostridium,beta__Peptococcaceae,beta__Lachnospiraceae_dash_UCG_dash_006,beta__Bacteroides_dash_caecimuris
# Adaptation terminated
# Step size = 0.373977
# Diagonal elements of inverse mass matrix:
# 0.0210511, 1.82043, 0.136385, 0.581051, 0.285891, 0.371914, 0.843244, 0.891372, 0.920548, 0.997793, 0.933215, 0.943373, 1.09702, 0.75231, 0.96573, 0.904686, 0.947076, 0.804305, 0.81007, 0.876024, 0.981599, 1.06153, 0.973217, 0.900225, 1.03705, 1.10776, 0.980944, 1.01494, 1.01561, 1.09343, 0.861208, 0.96794, 0.862674, 0.986777, 0.951009, 0.840794, 0.922123, 0.946595, 0.883483, 0.960308, 1.04123, 0.820458
-1403.12,0.991499,0.373977,4,15,0,1422.14,1.94339,0.999739,-1.84961,-1.17195,0.286015,0.0339229,-1.99168,0.800358,-0.434059,0.51515,-1.77963,-1.31373,-0.338106,-0.0198422,2.71984,1.92363,3.44266,-0.697714,-0.156092,-2.57216,0.613361,-0.755411,-0.263524,-0.30609,-0.527799,0.509311,0.909334,1.49611,2.43724,0.569608,1.61613,0.0518633,-1.79174,-0.681902,0.0787905,1.09783,-0.515608,0.749715,-0.130223,1.46252,-0.0270152,-0.43259
-1395.14,0.957891,0.373977,3,15,0,1422.01,1.91786,0.999613,-2.06524,-1.59824,2.39047,-0.639546,-2.03272,-0.00840983,1.10972,-0.457659,-2.90826,-0.771886,-0.732306,-0.422186,1.62095,0.758881,2.39107,-1.0217,-1.86859,-0.1762,0.494297,0.709545,-2.61821,-0.0960336,0.155608,0.276659,0.585504,1.91931,-0.581432,-0.30518,-0.409005,1.69625,-0.237512,-0.762385,-1.73573,0.189131,-0.18897,0.826157,1.01931,0.0967637,-0.351458,-0.144177
-1399.28,0.920339,0.373977,4,15,0,1413.46,2.05277,0.99967,-2.54083,-0.0178065,1.14969,-1.54638,-1.42104,-0.27953,0.511623,-0.824765,-3.81048,-0.221074,-1.38313,0.456013,1.36592,2.16613,2.4711,-0.869222,-0.295016,1.3129,1.52445,1.32434,-0.732193,0.733871,0.233417,0.108707,-0.0918364,3.28645,-0.635822,-1.36964,1.71824,1.53371,-0.878186,-0.036847,-0.749941,-1.46267,0.313783,1.38082,0.0191585,1.63833,-0.576138,1.06352
-1396.02,0.982113,0.373977,4,15,0,1417.99,1.90434,0.999371,-1.80701,-1.47512,1.71704,-0.916515,-1.79309,1.28751,-1.40221,-1.14211,-3.32274,-0.932844,-0.531888,-1.44189,3.46492,2.45275,2.38493,-0.547034,1.24348,0.0493137,0.39014,1.7202,0.295485,-0.713624,-2.22984,2.19119,-0.242772,1.00223,0.622381,0.0917227,-0.109022,-0.552935,0.308661,-0.797498,0.878905,0.828376,-0.266555,-0.895111,1.31833,-1.07852,0.074428,0.144427
-1398.59,0.796538,0.373977,4,15,0,1418.06,1.94575,0.999992,-2.54282,-0.168309,1.51656,-1.31094,-2.04261,-0.442893,1.07636,0.51108,-3.55817,0.0763183,-0.250285,-0.372222,1.47874,1.28863,0.280335,0.00199754,-1.25601,-0.290182,-0.838471,-1.29667,-0.991995,0.81635,2.29301,-1.50085,0.462402,1.90132,-1.04549,-0.238579,0.190239,0.179342,0.110721,1.51062,-0.499772,-1.57499,0.690164,0.102542,-0.78067,0.707958,1.18366,0.571804
-1405.6,0.858559,0.373977,4,15,0,1425.54,1.93023,0.999841,-1.68242,-1.5483,1.56439,-1.75926,-0.432996,2.11441,-2.54541,-0.441324,-1.90049,-2.07974,-1.0023,-1.18165,2.30735,1.52016,2.11039,-0.535995,1.59097,0.108327,0.166949,0.585252,0.344141,-0.627034,-1.05285,-1.09434,-1.53339,2.38485,0.784481,2.24007,1.4602,-0.640262,0.823689,-1.40663,0.891709,1.78324,-1.79572,0.412478,0.77231,-0.638769,-1.87798,-0.658411
-1392.37,0.966486,0.373977,3,7,0,1417.72,1.89697,0.998462,-2.2907,-1.0202,1.4232,-1.44339,-1.3478,0.122874,-0.781502,0.204269,-3.29361,-1.64055,1.07904,-1.23051,1.99996,1.66433,2.41207,-1.17728,0.790958,0.619125,0.063281,0.717786,0.432276,-1.39822,-0.49649,-0.777889,0.289419,2.19163,-0.725807,0.398177,1.33302,0.603202,0.11993,0.316381,0.958949,1.9244,-0.901717,-0.393104,-0.523052,-1.35116,-0.159171,-0.103159
-1404.58,0.739364,0.373977,3,7,0,1416.69,1.98437,0.999719,-2.39356,-0.120899,2.20443,-1.42597,0.0367303,-0.226989,-1.03394,0.490748,-2.90774,-2.14243,0.917144,0.108652,2.89177,0.963763,-0.823996,-1.25485,0.839008,1.69264,0.50311,0.0787307,-0.739182,-1.75624,-1.23213,-0.473325,-0.134012,2.27802,-0.100074,-0.0330116,0.133863,1.87158,-0.208347,2.0497,1.31322,1.26264,-2.20902,-1.54697,-0.982171,-0.872601,0.31383,0.797619
-1403.91,0.991061,0.373977,4,15,0,1420.81,2.11999,0.999551,-2.13755,-1.5608,1.45592,-0.0252273,-2.50669,-0.292157,0.37967,0.467795,-3.53719,0.594592,-1.28182,-2.23262,1.53528,3.65014,2.35788,-0.310491,-0.720606,-1.36811,-0.476938,0.873543,0.428457,0.747036,0.299068,-0.549245,0.312667,1.04314,0.448335,0.832201,-0.162659,-1.93656,0.171669,-1.53173,-0.533986,-2.14276,2.06361,-0.58664,-0.138872,1.99404,-1.61683,0.420643
-1402.09,1,0.373977,4,15,0,1420.4,1.82308,0.999579,-1.29637,-0.256618,1.65902,-2.84699,-1.10349,-0.150177,-0.142427,-0.654144,-4.06936,-0.366332,-0.0586066,-3.20276,1.26215,1.58206,1.62229,-0.233359,-0.361109,-0.15882,1.8937,1.8616,0.640775,-1.75827,0.89589,-0.339801,0.105326,2.72869,-0.819352,0.246452,0.515736,-1.05199,-0.501614,0.569388,0.448759,1.02794,0.831696,-0.32093,1.18522,0.0664233,-2.12339,-0.109849
-1393.28,1,0.373977,4,15,0,1414.05,1.87428,0.999469,-1.96975,0.154499,1.40865,-2.15307,-2.10588,-0.672123,-0.680954,-0.287533,-2.48004,-1.54146,-0.494549,-1.89619,1.07292,1.36956,1.25804,-0.315807,0.472055,-0.736919,1.83117,2.22827,0.286853,0.217836,0.186422,-0.749325,-0.916142,1.53161,-0.403645,0.916376,-1.26285,-0.550822,0.448898,-0.150464,0.396869,0.0660748,0.415584,0.46883,2.24201,-0.518208,-0.189167,0.46701
-1394.69,0.894076,0.373977,4,15,0,1412.14,1.78091,0.999846,-2.09169,-1.6377,1.30957,-0.738798,-1.43728,1.78806,0.492948,-0.694378,-3.18744,-0.819893,0.931399,-0.470112,3.83908,2.08206,0.737453,-0.436966,-1.25615,-0.0379945,-1.59178,-1.26091,-0.563765,-0.457911,-0.274877,0.236752,0.886475,1.94705,0.392413,-0.528268,1.71944,0.611723,-0.463856,0.801781,-0.236447,-0.0286552,-0.893837,-1.06269,-2.00743,1.39824,0.247483,-0.227586
-1401.48,0.809986,0.373977,4,15,0,1416.17,1.79635,0.999966,-1.97658,-0.985116,0.285682,-0.166194,-1.64377,2.28611,-0.324374,-1.42154,-1.73709,-1.19626,0.879512,-1.18786,2.8849,2.15155,2.17049,-0.100001,-1.20854,-0.1181,-0.555121,-1.40679,1.06017,0.32791,0.351795,0.52882,-1.16797,2.29542,0.101774,1.77283,1.39326,2.08721,0.442998,0.609553,-1.45314,-0.287904,0.49886,-0.807091,-1.00408,2.1487,0.29688,-0.418245
-1405.14,0.927732,0.373977,4,15,0,1426.18,1.99441,0.999535,-2.58495,-0.0149637,3.38257,-1.80214,-2.06228,-1.68024,-1.12202,-1.05082,-4.0267,-0.415149,1.4108,0.375849,2.2261,2.90398,0.790629,-0.843636,0.933997,-0.52098,0.698922,2.11963,-0.661477,-0.770961,-0.18885,-1.53389,-0.494215,1.74145,0.543368,0.349495,-1.13877,-2.10233,-0.052181,0.0613479,2.4485,-2.12919,0.119506,-1.02295,0.339544,-0.483529,0.629421,0.660425
-1403.18,0.998022,0.373977,4,15,0,1416.31,1.73844,0.999646,-1.77135,-0.890253,0.146328,-1.21749,-1.47666,2.43189,0.662752,0.550196,-2.13239,-1.38003,-1.22806,-2.71987,2.33021,0.626089,1.66296,0.563011,-0.891633,0.255259,-0.426718,-1.25205,0.380984,0.387266,0.0830734,1.26063,0.159482,2.01483,-0.668719,0.0428307,1.66357,2.15324,-0.00366829,0.333719,-2.28743,1.74068,-0.2079,0.294066,-0.146756,1.6825,-0.594769,-0.213345
-1396.71,1,0.373977,4,15,0,1418.07,2.11166,0.999616,-2.81308,-0.534103,2.50795,-1.51428,-1.36818,-0.924458,-0.345478,-0.557943,-4.63553,-0.248694,0.747306,-2.16935,2.67941,1.2863,2.28279,-1.79104,1.92891,-0.68434,1.34648,0.336156,-1.67372,0.308703,0.417759,1.24446,-1.29841,3.29089,1.16133,0.661761,0.205151,-0.049939,-0.687818,0.444371,0.98685,-0.878737,0.594163,0.376541,0.614652,0.281906,0.139502,-0.47695
-1404.7,0.734626,0.373977,4,15,0,1420.23,1.79502,0.999679,-1.71391,-1.21819,0.863721,-1.03161,-1.4159,3.98315,2.02133,-0.918552,-3.32367,0.4679,-1.57086,-1.1617,2.59684,1.50966,-0.722447,-0.0398855,-1.5069,-0.818892,-0.113312,1.94551,0.0457029,0.666323,1.65736,0.388282,-0.742289,1.04943,-0.14827,0.84741,-0.583534,1.12184,1.55334,1.15795,-0.799338,-0.230295,0.0748299,-0.450354,-0.361917,0.136086,-1.14109,-0.0496138
-1397.16,0.979272,0.373977,3,15,0,1421.12,1.79328,0.999846,-2.57212,-0.813637,1.49282,-0.226084,-1.82955,2.95723,-0.0972818,-0.0112296,-3.03512,-0.309422,-0.851654,-0.932585,1.79507,2.50117,-0.297866,-1.27714,0.403366,-0.391844,-0.960905,-0.801452,-0.574327,-0.0531778,-0.363589,-0.430884,0.182191,1.70735,-2.07957,-0.853822,-0.0478531,-0.543624,0.579462,1.67846,-0.912896,-0.130023,-1.18436,0.503749,0.575179,-0.387793,-0.0190746,-1.38144
-1398.71,0.966812,0.373977,4,15,0,1418.76,2.03661,0.999103,-1.96791,-1.03628,1.43744,-2.35474,-1.76636,-1.80713,-0.415589,-0.498864,-2.72096,-1.79335,1.11077,-1.7879,2.75845,1.11895,2.54364,0.0379029,-0.576721,-0.256546,1.30681,1.65322,-0.0873249,-0.163942,0.357148,0.0625953,-0.352722,2.04209,1.93372,1.21759,-0.175608,0.487858,-0.544577,-1.59924,0.963603,-0.647568,1.10036,-1.22938,-0.424157,1.35452,0.0520801,2.25926
-1395.56,0.884713,0.373977,4,15,0,1417.65,1.73769,0.999952,-2.38911,-0.724324,1.85841,-0.20955,-1.47711,1.48895,0.197037,0.254981,-2.92032,-0.581797,-0.734642,-0.383224,1.51342,2.00993,-0.0991278,0.598962,-0.585358,-0.473064,-0.542781,-0.332455,-0.794351,0.211621,-0.947079,-0.295756,0.227802,1.1191,-2.21203,-0.573181,-0.520296,-0.360853,-0.448571,0.92918,-1.54747,0.0185765,-0.844046,1.09264,0.37318,-0.61319,-0.756835,-0.759758
-1397.32,0.903,0.373977,4,15,0,1414.71,2.12347,0.999107,-2.2804,-1.20413,1.38033,-2.17872,-1.91663,-0.733284,-0.698138,-1.3832,-2.90758,-1.27475,1.199,-1.64684,3.14354,1.42345,2.51864,-1.12569,0.478427,0.354506,1.11673,1.00388,0.216028,-0.3285,1.27798,0.944812,-0.346318,2.03947,2.3481,0.721406,0.721542,0.38636,0.683726,-0.144405,1.52768,-0.355372,0.668899,-1.53845,-0.289673,1.64903,1.16538,1.1528
-1398.28,0.830392,0.373977,4,15,0,1416.56,1.65214,0.99999,-2.33725,0.423755,1.7111,-0.55351,-0.566153,1.88956,-0.0753425,-1.60742,-2.2538,-1.26792,-1.02359,-2.5698,3.19723,2.70126,2.13159,-0.0502933,0.64971,-0.520073,0.274065,0.25903,-0.0645178,0.368736,1.45718,-0.927574,-0.0575984,0.304809,-1.62365,-0.165734,-0.521262,-0.765455,-0.424243,0.746641,-0.046331,-0.556423,0.557918,0.118758,-0.762681,-0.544508,0.434416,0.300772
-1400.94,0.846265,0.373977,3,15,0,1425.3,1.72753,0.999983,-2.54414,0.420616,2.64037,-0.670146,-1.59055,0.948751,-0.533195,-1.30204,-2.63996,-0.327249,-0.285861,-1.63856,3.53613,4.41939,2.90676,0.494019,0.982848,-0.0872326,1.38858,-0.898982,0.174497,-0.118739,1.2646,-0.666096,1.08003,1.35274,-0.373985,-0.54232,-0.0256486,0.579329,-1.69214,0.281694,1.38958,0.415564,0.502902,-0.415066,-1.0836,0.42462,0.736359,-0.13569
-1399.02,0.893506,0.373977,3,15,0,1422.07,1.90046,0.999889,-2.29629,-1.03678,2.07558,-1.51218,-0.297139,0.23592,0.688963,0.728415,-2.70552,0.433016,-0.36023,-2.26495,2.98809,1.51805,0.812653,-0.29488,-0.682381,1.68754,1.94319,-1.10185,0.664495,0.0132099,-0.300381,-0.45353,-1.19328,1.28709,0.694582,1.69679,0.384623,-1.26719,-1.41636,-0.601603,0.770047,-0.159638,-1.30424,0.603495,0.407312,2.36871,1.17482,-0.16786
-1402.4,0.982982,0.373977,4,15,0,1413.02,2.1369,0.999944,-1.75539,-1.60048,0.777572,-1.50188,-0.088112,-0.834485,-0.23506,-0.0371296,-2.9077,-1.49533,-0.702197,-2.1617,2.4065,0.783116,1.16266,-0.63868,-0.153024,0.385964,1.34501,-1.17853,-0.430336,-0.422033,-0.609698,-0.340903,-1.37903,1.58805,1.20169,1.63635,0.198417,-1.65358,-0.911074,-1.24229,1.10476,0.789799,-1.35542,0.590728,0.609257,2.47853,1.13608,1.26615
-1400.49,0.924851,0.373977,4,15,0,1428.69,2.096,0.999893,-1.99824,-1.38837,1.2107,-1.07274,-0.454881,-0.813261,-2.30123,-0.240762,-2.6071,-1.08067,0.0742454,-1.73391,2.42493,1.1112,2.45735,-1.14024,-0.410725,-0.258518,0.766551,-0.612701,1.44623,-0.978667,-0.295614,0.451012,-1.12675,2.84233,0.432874,1.84415,-0.206176,-0.356221,-2.25985,0.174655,1.16143,0.546599,-1.77716,0.224646,0.286142,2.6804,-0.990782,-0.105418
-1397.41,0.904598,0.373977,4,15,0,1422.57,1.86979,0.998851,-2.15869,-0.960788,0.452758,-1.08724,-1.80181,0.981166,0.152338,0.904273,-2.42619,-1.9059,0.459192,-2.22934,2.51517,0.676628,1.20036,1.05745,-0.420335,0.483517,2.23618,1.37689,1.29824,0.310244,-0.306282,0.998175,0.194794,2.74188,0.321938,0.821634,0.597091,-1.40363,-0.863809,1.38942,0.903541,0.897293,0.646474,-1.16503,0.903679,0.496616,-0.654562,0.819894
-1402.48,0.854395,0.373977,4,15,0,1421.8,1.85427,0.999828,-1.62137,-1.0563,2.83109,-1.67289,0.644609,-0.84623,0.0486693,-0.459213,-3.81738,-2.82068,0.0804044,-2.37915,1.58543,2.57652,0.102408,-1.06182,-0.997934,0.0765926,-0.43192,2.35102,1.11817,-0.18457,-0.585115,-0.88768,0.345257,3.1041,0.555812,0.535553,-0.0838131,1.27195,-0.525163,0.584904,-1.58259,-1.31897,1.17171,-0.136188,1.67609,1.19793,-0.380401,-0.630823
-1404.92,0.960513,0.373977,4,15,0,1424.78,1.89706,0.999161,-2.09881,-0.0686192,0.524628,-0.527867,-3.64057,1.80245,-0.275844,0.163408,-1.75485,1.01559,0.232958,-0.21048,3.222,0.928622,1.74742,0.262233,1.34669,-0.704961,0.736611,-1.40949,-1.7571,-0.411724,0.334644,0.522174,-0.779617,0.504,-0.626452,-0.128772,-0.0557258,-1.19168,0.412419,-0.0348373,1.58824,1.55808,-1.54258,-0.563458,-1.71011,-0.562355,0.433985,1.38949
-1396.61,0.957745,0.373977,4,15,0,1422.41,1.87956,0.998865,-2.38854,-0.0111028,2.82989,-1.32651,-1.23582,-0.954977,-1.24175,-0.031646,-3.47988,-0.389899,1.22066,-1.44201,1.89277,2.12204,0.544349,-0.133755,0.418724,-1.69302,1.65041,-0.016023,1.3612,0.886156,1.62894,0.363932,-0.468263,0.909039,0.0123943,-0.0699271,0.34895,1.40363,1.4097,-0.252878,0.0728989,0.551158,-0.550789,0.580914,-0.225868,-0.402207,0.17429,-1.47791
-1402.62,0.757211,0.373977,3,15,0,1421.8,1.76968,0.999912,-2.67998,-0.561693,2.311,-1.88725,-0.829728,1.31245,1.656,-0.123973,-2.11543,-0.173548,0.597385,-2.66617,0.786549,0.985012,2.44715,-0.554509,0.656319,0.654486,0.100645,2.28856,2.20968,0.238016,0.525327,-0.183882,-1.23508,0.574623,0.155841,0.270178,-0.917342,0.60238,2.16382,-0.828481,0.173628,0.785529,0.853055,0.643514,0.0502712,-0.893713,0.690707,-0.515338
-1398.13,0.989339,0.373977,4,15,0,1421.69,2.09682,0.999857,-2.37127,-0.16121,1.50165,-1.71413,-1.51239,-0.402837,-0.815761,-1.02645,-3.62019,-0.242523,0.495663,-1.81399,2.56201,2.03187,0.915577,1.16791,1.13904,0.467243,-0.399033,1.8494,-0.729501,1.92075,1.06516,-1.89724,-0.521838,2.83766,0.282396,0.9336,0.116996,0.581248,-0.0897006,1.00822,0.631459,-0.488615,1.07218,1.54827,0.171746,1.38803,-0.361621,2.45827
-1394.8,0.968612,0.373977,4,15,0,1417.31,1.84172,0.99989,-2.23459,-1.53043,1.78877,-0.962487,-1.53568,0.981808,0.153259,0.820464,-1.83371,-2.00443,-0.333728,-0.185022,2.86164,1.13137,1.08184,-1.43446,-1.09445,0.390286,1.14337,-1.05908,-1.00434,-1.7691,-0.735509,0.575274,0.56303,0.927289,-0.475728,-1.23863,-0.0545444,0.084675,0.88175,0.574783,0.11571,0.0963485,-1.07347,-1.52226,0.282477,-0.0638546,0.179875,-1.49507
-1397.23,0.909469,0.373977,4,15,0,1414.09,1.98834,0.99975,-2.18774,-0.40775,0.995299,-1.66215,-1.54786,1.46105,-1.77389,0.95767,-3.84852,-0.503667,-0.302215,-1.6335,1.34386,2.25691,2.15907,0.679203,1.15767,-1.70169,-0.852474,2.47217,-0.396054,-1.07865,-0.980333,-0.0888826,-0.841899,1.87416,-2.06294,-0.604972,0.187509,-1.04915,-0.357787,1.06601,-0.0712572,-0.925395,-0.195337,-2.1885,0.608521,0.822967,-0.138319,1.11908
-1399.06,0.881155,0.373977,4,15,0,1421.58,1.96345,0.999301,-2.45429,-0.466147,2.36151,-0.991372,-2.38987,-0.43507,-0.0844733,-1.33985,-2.45881,-1.02693,1.33279,-1.02794,2.5357,1.61673,0.362734,-1.31863,-1.18004,1.4009,1.39748,-1.27904,-0.194769,0.712022,0.289515,0.356249,0.725613,1.34509,2.33375,2.02651,0.0219942,1.36162,0.554786,-0.709808,0.193201,0.582268,-0.0130845,1.69653,-0.47763,-0.211671,0.803961,-0.863796
-1395.13,0.991023,0.373977,4,15,0,1414.56,1.92712,0.999781,-2.40967,-1.23813,1.39994,-0.74518,-0.57605,1.09177,-0.468283,0.493534,-3.68539,-0.715965,-0.699438,-1.45372,0.496564,1.76681,1.697,-0.696899,0.872297,0.173337,-0.961556,1.01875,0.655902,-1.07449,-0.113769,1.96812,-0.88812,2.38927,-0.420952,-1.48599,2.05316,1.26678,0.609541,0.879328,0.910534,-0.70488,-0.0439321,-0.83703,1.07787,-0.135548,0.992697,0.884203
-1399.38,0.870611,0.373977,4,15,0,1414.51,2.06818,0.999895,-2.57062,0.175605,0.877027,-0.724796,-1.02376,0.845388,-1.14044,-1.07499,-3.13875,-0.74078,-0.98375,-0.726287,1.95821,2.81797,1.15427,0.499223,0.137048,0.664497,-1.22759,1.1387,1.1695,-1.47892,-0.621635,0.587093,0.464534,0.602149,-1.0794,-0.83521,0.581778,1.63882,1.56738,1.37527,-0.450621,0.449532,-1.23282,0.896494,1.45968,0.0406671,1.96067,0.861649
-1405.83,0.738635,0.373977,4,15,0,1427.83,1.72761,0.999893,-1.76283,-0.257891,2.30395,-0.804524,-2.30481,2.51054,0.86253,0.200253,-3.3484,-1.93355,-0.994414,-0.667861,2.04002,1.89362,2.34808,-0.199676,0.573789,-1.82674,-1.11432,-1.65001,0.302271,-0.103857,-0.511246,-0.618422,0.217982,2.56091,-1.37385,1.26888,-1.65829,2.19384,0.267721,2.81902,-1.76699,-0.201913,0.666128,-0.231281,1.05198,1.64162,0.449301,0.133132
-1406.79,0.992054,0.373977,4,15,0,1429.47,2.2439,0.999175,-2.52056,-0.926162,1.12587,-1.32807,-1.22497,-1.19182,-1.26685,-0.154183,-2.52886,0.374352,1.41036,-1.91379,2.45897,2.42744,0.0673784,0.154741,-1.25721,1.72869,1.40186,2.56478,-0.189396,-0.0120935,0.296837,0.203724,-0.642198,1.13468,1.31011,-0.828217,1.47463,-2.27081,0.436587,-2.22946,2.02219,0.652371,-1.1747,-0.331769,-0.880927,-0.678656,-0.442439,-0.384128
-1403.88,0.964891,0.373977,4,15,0,1433.04,1.80348,0.998891,-1.46873,-1.79991,0.566759,-0.561416,-2.25529,2.13778,0.18815,-1.08228,-2.13333,-0.814666,1.44912,-0.483141,3.29214,1.54183,0.655661,0.11535,0.994066,-1.90819,1.16206,-0.250449,-1.85183,-0.175586,0.989159,0.293602,0.684689,2.04113,1.18235,1.24112,-0.47752,0.979001,-0.637548,0.701824,2.14477,0.862907,1.39672,0.483536,-1.28661,-1.14485,-1.2465,0.49133
-1401.37,0.957205,0.373977,4,15,0,1422.8,1.95312,0.999026,-2.62264,-1.20362,2.95008,-0.525853,-1.25412,0.999971,-0.593153,0.582185,-2.65588,-0.00934418,0.584895,-1.6629,3.26694,2.45044,0.781868,0.611377,2.21371,-0.081374,0.568734,0.623379,-1.41979,-1.24162,0.915197,0.19195,1.70802,2.61193,-0.245874,0.992698,0.932775,0.400413,-0.418136,1.3304,1.59513,0.353245,1.35206,0.553711,-1.73832,-0.904327,-0.154825,-1.28817
-1399.83,0.801864,0.373977,4,15,0,1426.82,1.77636,0.998799,-2.31647,-0.00700256,0.0952868,-1.4308,-0.87311,0.262848,-0.8415,-0.505213,-3.3191,-0.591236,1.79359,-0.361105,3.08426,2.35405,0.327561,0.621217,-0.0721956,0.284908,1.47439,0.401418,-1.33088,-0.927488,1.3259,0.907256,-0.301914,2.22612,-1.79542,0.430755,-0.551354,0.542826,0.664877,0.988883,-0.908357,-1.7648,-1.20568,-0.286041,-0.082656,2.06388,-0.908685,-0.12888
-1400.89,0.919862,0.373977,4,15,0,1419.9,1.94927,0.999933,-2.30345,-0.60404,2.11611,-2.66463,-1.71787,1.63836,-0.507674,-0.311726,-1.57103,-0.245587,-2.44197,-1.83614,2.16354,2.39053,1.32031,0.0890238,-1.89897,-1.45655,-1.03515,0.900385,0.643605,2.61521,-1.42407,-0.880021,1.04182,1.61663,0.655035,-0.38365,-0.401613,0.669195,0.154502,0.443276,-0.364768,0.937108,0.189163,-0.374942,-0.246472,-0.913334,0.287884,0.188638
-1399.15,0.973457,0.373977,4,15,0,1422.37,1.81799,0.999894,-2.262,0.456175,1.3193,-1.21547,-1.96674,-0.823798,0.457713,-0.127361,-4.39083,-1.19467,2.6651,-0.429484,2.33293,1.81793,1.30911,0.5736,1.54156,0.47316,1.05888,0.752679,-0.816397,-1.90639,0.481846,0.597575,-1.57732,2.65868,-0.317489,0.940579,0.155303,-0.435869,-1.24911,-1.02706,0.175241,-0.98587,-0.994093,-0.808565,-0.564562,1.9465,-1.28111,-0.437154
-1398.26,0.846701,0.373977,4,15,0,1426.82,2.15432,0.999798,-2.40817,-1.2668,1.81624,-1.63138,-1.73196,1.63938,-0.945149,-0.377168,-1.6073,-0.733367,-2.53293,-2.06,2.40833,2.3093,0.80468,-1.82431,-1.26683,-0.85375,-0.471926,0.130198,0.542769,1.0023,-0.603791,-0.937542,1.51184,0.795067,0.174966,-0.553725,0.621744,0.881075,1.09948,1.6356,-0.273465,0.268488,1.14924,-0.0276246,0.491552,-0.946881,1.08241,1.21207
-1406,0.868677,0.373977,4,15,0,1427.04,1.79576,0.999783,-1.75746,-2.00905,0.385102,-1.35355,-1.92541,1.33385,0.462205,0.408172,-2.56763,1.41951,1.27872,-0.118603,2.98682,0.440913,0.0418798,1.85405,1.15166,-1.09742,0.110924,1.70123,-1.48787,-1.10613,-0.287461,1.63292,-1.95263,2.75573,0.776186,0.398305,-1.26889,1.57206,0.882538,-0.869357,-0.712032,0.497131,0.152844,-0.682231,-0.601671,0.959246,0.554457,-1.14082
-1408.02,0.953753,0.373977,4,15,0,1425.22,2.09091,0.9993,-2.55102,-0.010854,2.74396,-0.421923,-1.226,-0.474208,-1.18481,-0.287811,-3.16873,-3.0944,-1.00172,-3.01472,1.51674,3.32211,2.36154,-2.67278,-1.35064,0.397395,0.393749,-0.80016,1.11572,1.51915,0.139011,-1.97112,1.61333,0.720994,-0.809917,0.00108844,1.40475,-1.58057,-0.688676,1.48545,0.729665,-0.3447,-0.556316,0.00354867,0.714506,-0.148594,-0.551814,1.46423
-1395.37,1,0.373977,4,15,0,1422.7,2.06517,0.999658,-2.43563,-1.13776,1.02422,-1.60179,-1.91788,1.84189,-0.295228,-0.494782,-2.68885,-2.48501,0.455307,-1.70217,1.22726,1.95313,1.6856,-2.47376,-1.06029,-0.488654,1.6722,1.24173,-1.40464,0.562038,-1.33968,-0.202081,0.724456,1.82804,0.732986,0.482007,0.226974,0.866964,1.29321,0.156604,0.197181,-1.00398,1.3721,0.399485,-0.759265,1.80833,-0.0485358,1.32451
-1396.08,0.989769,0.373977,4,15,0,1410.93,2.11214,0.999359,-2.70996,-0.33389,1.33628,-1.44908,-2.9915,1.83096,0.871924,-0.607893,-3.19305,-1.57516,-0.0574052,-1.16811,3.27104,2.12972,1.29346,-2.39108,-1.44036,-0.164085,1.6299,1.56467,-1.51056,0.170036,-1.26388,-0.806886,1.47776,1.03799,0.7945,0.45262,0.337292,-0.258108,1.53591,0.248651,-0.059016,-0.855521,0.790587,0.232324,-1.00405,1.06177,0.531602,0.618277
-1395.76,0.997303,0.373977,4,15,0,1410.01,1.84031,0.999794,-1.94488,-0.837404,1.65797,-1.49681,-1.12555,0.650109,-0.878516,0.0760525,-3.12453,0.236234,0.171592,-1.16095,1.38844,0.3194,1.05261,1.43554,1.48381,-0.917708,-0.965351,-0.454212,1.80766,-1.14155,1.48643,0.927345,-1.09018,2.09099,0.594761,0.415481,1.1645,0.958968,0.716896,0.375784,0.468428,-1.08132,-0.484039,-1.17727,-0.30633,-0.645865,0.127582,-1.139
